AuthorId,ConfirmedPaperIds,DeletedPaperIds
1281015,4459 24878 32877 37407 52500 54240 54654 67327 116240 181470 218821 247019 329141 341981 378261 433802 446982 448614 513758 529484 573275 608233 618633 628923 634928 652590 667996 693297 720276 724227 739874 758654 759044 806374 820407 830224 834406 839510 882813 885243 897343 974724 1009286 1040260 1056040 1063908 1065298 1065701 1075415 1093887 1097658 1130517 1130567 1255239 1332008 1346296 1443896 1465299 1497371 1510272 1521125 1525215 1563938 1565675 1601122 1647619 1648742 1736327 1769462 1793189 1813076 1869224 1894624 1917355 2030352 2092483 2100150 2117344 2172816 2182842 2183729 2193134 2219935 2251053,1163194 2091517
1281229,26556 125139 208913 238016 290238 397814 489096 726730 734171 1360532 1412650 1416628 1650890 1694346 2043127 2142078,216977
1281725,11172 27966 29547 89775 94771 102318 123267 131127 162873 189848 226237 228755 236453 248685 298069 310855 369004 433298 440506 493327 506639 530291 664376 702023 736574 769287 786669 791151 878170 1036276 1077448 1128281 1130436 1143359 1173172 1202268 1227147 1276184 1306121 1324944 1338209 1390731 1407121 1466269 1472105 1475419 1493410 1510009 1512439 1542813 1604432 1607322 1641255 1708057 1708877 1763945 1788197 1861555 1877381 1881008 1888232 1898411 1963639 1969636 1971592 1986813 2020316 2097610 2137454 2152723 2226453,302563 863833 870434 1109738 1754689 2208572
1282247,101838 111756 254475 411228 434986 477359 529792 756828 829695 929396 988383 1098051 1109687 1168650 1370617 1719356 1962520 2060203 2073027,175237 1786005 2249174
1282594,44917 109131 128534 523125 541144 659092 703911 794885 963775 1059352 1103649 1186988 1399805 1603085 1643641 1723009 1840551 2011529 2145081 2164359,25217 74144 87060 111474 129293 157076 186569 221158 237632 250986 284259 305530 426641 473622 503269 577435 613249 636142 737483 760801 842011 845814 913843 923653 1110394 1111999 1142915 1196216 1287497 1296331 1373605 1404208 1421475 1472732 1498907 1699676 1750313 1762337 1799578 1810642 1815446 1818228 1871328 1875826 1914168 1922502 1932005 1973458 2012521 2138260 2149164 2150344 2166665 2232678
1284543,333188 1268198 1455238 1749539,373047 635335
1285884,23289 147975 161987 178668 236543 254061 293822 330246 391502 405988 447451 484947 598203 679540 715114 716931 792754 906839 948036 977007 1025709 1058092 1142745 1178099 1264182 1295237 1317459 1363891 1462817 1545941 1685565 1742258 1742376 1831290 1925357 2048364 2070659 2114559 2126430 2167652,521410
1287758,246446 422177 658384 1857824,246446 252873 409356 422177 593177 658384 1549812 1857824
1287836,259271 259271 369256 370235 435057 599774 680121 734120 1532398 1691238 1701765 2061850,259271 259271
1288174,632467 2034789 2148761,166609 714707 1261355 2009617 2104689
1288308,15042 29377 32011 33058 53135 71378 105951 125886 149790 198960 208615 210499 226055 294589 298684 327053 355270 362145 380648 399686 470892 474363 517739 532349 565092 567687 585111 613626 671268 678486 686182 717295 725864 750008 756035 842139 861546 863711 882679 889406 891156 930728 959144 999440 1031036 1031134 1066152 1090489 1120861 1148455 1166398 1176671 1196674 1204375 1223120 1238738 1266660 1271633 1304141 1312868 1370233 1411291 1435405 1437511 1444825 1483430 1504682 1546091 1548160 1560916 1580226 1621686 1641641 1742620 1750242 1763922 1789496 1817864 1830591 1848656 1900491 1903550 1928754 1975921 1990762 2020004 2055117 2089217 2093336 2094309 2119240 2126490 2130766 2171532 2182967 2231098 2234924 2253380,26890 32336 32497 49992 60729 80024 81411 151485 240220 258222 274131 316990 435525 495333 496179 508439 615968 659915 683169 754184 787869 842696 843119 931315 953262 972042 1059105 1061506 1099757 1134309 1146301 1165728 1204804 1253804 1382970 1386862 1466405 1562095 1609782 1701013 1741000 1829987 1877329 1924200 2182389 2211651 2251929
1288624,1539217,71478 208324 290896 481855 513120 650267 685906 909093 1116577 1223805 1239174 1288772 1359883 1378335 1640463 1730184 1803788 1945141 2004161
1289552,17043 24224 27944 88625 108155 168425 202953 282374 285728 378365 401138 431322 465001 466821 664125 679687 699060 754965 762137 775708 793354 897140 902529 902742 907822 909154 947670 986604 1015948 1039184 1064650 1080183 1116697 1119083 1123540 1162822 1164007 1184017 1275281 1294402 1301373 1343271 1348807 1367589 1392217 1435747 1472647 1507068 1520933 1527645 1586460 1590810 1620487 1635826 1711442 1783343 1784975 1817107 1848179 1850757 1856577 1913646 1949097 1957213 1988591 2054259 2081647 2119231 2154474 2163010 2213429 2214818 2226075 2238959,271525 1137494 1871111 2054884 2231248
1289556,4694 72369 1394142 1560527,69306 140824 180079 272567 382125 429902 558206 584921 636027 636826 641655 642366 649957 669976 681330 739029 949446 1108829 1194111 1246918 1328991 1446356 1465803 1514997 1572978 1609637 1629435 1761260 1777838 1845754 1874691 2040747 2055861 2110511 2121865 2229900
1290667,1998290,1602890 1861180 2247919
1290762,762471 994888 1699677 2045087,1462251
1291120,376830 518485 742703 1005712 1015136 1022957 1185539 1319893 2091020,518485
1291737,7773 59312 67480 73768 90164 101043 164511 258910 262561 280672 356518 376885 478910 500936 513240 525667 543389 548560 576320 684610 718977 772502 829206 877507 904580 967512 990236 1033960 1092871 1328900 1413168 1461545 1500604 1515651 1551839 1970997 2010947 2131786 2222536,429395
1291990,6600 47362 93333 175317 200727 270335 456988 489408 573390 590850 633697 635475 669777 672540 687041 854927 903266 935737 959765 969582 1105245 1161575 1170112 1218450 1343733 1476923 1478811 1524745 1583121 1623629 1638773 1654566 1666581 1747070 1814851 2067516 2086840 2098314 2121859 2135672 2147406 2152044 2237949,141409 386502 1074125 1489928 1564081 1987417 2028669 2068361
1292239,114861 198857 272555 938677 1551996 1887557,97156 139908 1039794 1459712 1546041
1292265,647675 1148539 1682651 1962460,33190 119880 391876 426896 482700 599726 696490 901157 1123871 1336774 1562506 1618017 1666056 1680097 1718113 1854419 1927835 1971540 1973710 2181337
1294292,6153 560006 1397665 2226186,170768 267899 338654 352414 439410 462252 679079 710518 829788 847443 889861 937569 1144196 1312791 1334781 1336879 1504496 1551724 1618236 1724330 1770208 2160794 2199401
1294706,206672 211882 1299847 1971288 2169450,618102 1089726 2227723
1294836,105151 396983 551245 1256831 1476777 1826755,934895
1294862,28288 33569 45849 90165 105457 118605 132104 182871 210637 346927 370503 389482 395746 573281 577987 620499 671980 681438 683665 699027 719209 808194 827370 839609 900624 994533 1010998 1015831 1077116 1143675 1155376 1212215 1232154 1234049 1241395 1256230 1292017 1349176 1396837 1482811 1496452 1542235 1572095 1614076 1632484 1645444 1650415 1654901 1671345 1686857 1690737 1692860 1700536 1720712 1734115 1779730 1811667 1814186 1846696 1854802 1868249 1933915 1977838 2020139 2023839 2038271 2092533 2108685 2115204 2131991 2141805 2145362 2237184,1220438 1405147 1655353 1933807
1295345,62137 166746 170145 369919 445260 756264 1060676 1185916 1268250 1357730 1592068 1789969 2014735 2104470,27484 35782 37109 43369 55580 62137 92927 122811 166746 170145 187168 189900 198825 240431 321239 327767 351057 369919 385132 441354 445260 478147 494890 549107 575242 617961 636749 636863 659926 669435 727513 737965 756264 761025 777581 791123 816146 829389 856400 863492 880597 905628 1011514 1024160 1037706 1060676 1062860 1065416 1078615 1096194 1099241 1103200 1131636 1159677 1178678 1185916 1223454 1245509 1268250 1331891 1352793 1357730 1423678 1492504 1499535 1506143 1521793 1536362 1587305 1592068 1594804 1605585 1693938 1695248 1710936 1731024 1736955 1757488 1773682 1789969 1810323 1854587 1868894 1901414 1946584 1971259 1976405 2014735 2016210 2023300 2104470 2174972 2206847 2220054 2221609 2221670 2227209
1297844,71241 75133 97582 119384 138342 177048 204860 300333 474298 484545 538929 565462 611478 791687 912106 1035910 1058489 1136381 1163366 1252028 1315228 1382072 1426893 1427398 1521997 1563984 1598337 1635678 1722210 1755010 1776818 1831524 1873322 1909850 1940445 1949150 2011199 2059449 2126688 2136243 2158125 2158910 2167799,170177 232895 241123 280938 372590 566850 680947 757245 793635 1044547 1069216 1101851 1164664 1868147 1897346 1919091 2192007 2231768
1298186,1692523,185013
1298551,56301 65572 70802 185798 205081 258563 319419 348299 397151 410623 429173 457290 473637 479785 508024 518827 525196 526339 530312 535958 538613 555067 563189 608455 618903 646888 659902 678135 716191 856769 862975 870613 872521 895690 905681 909039 919632 950412 963562 980278 982157 992915 1011191 1036146 1040043 1068661 1141065 1149642 1184944 1195796 1201026 1233300 1256485 1274250 1344649 1357774 1358483 1370173 1389023 1399850 1451533 1512065 1532192 1536361 1590931 1674473 1710327 1740123 1787642 1790500 1806997 1810241 1825212 1876968 1903287 1913981 1945039 1945259 1950722 1964400 1968777 2043672 2044207 2051928 2072187 2098338 2202815 2211301 2236640 2256406,200133 220933
1300527,166209 350401 510154 710768 794188 925024 1445166 1501968 1580807 1652281 1654488 1803572 1976777 2063014 2118816,113548 158595 245278 335977 496504 1495708 1504182 1539233 1740489 2235047
1300603,88195 128655 210542 302198 308992 315836 328624 451811 465782 491416 501400 547444 616368 647128 672330 771985 799481 812604 970964 988668 1013576 1087047 1176705 1201014 1246491 1251679 1345439 1372866 1393854 1397254 1402368 1417578 1422890 1469656 1481142 1584215 1593265 1737913 1753042 1754918 1764567 1814794 1829781 1851796 1928510 2018209 2060501 2067539 2094971 2193547 2222507,668607 1564580
1301016,189157 1139049 1139860 1192643 1244475 1301150 1529376 1600811 1688126 1733532 1760881 2018042 2070970,189157 191156 937186 1007684 1482102 1600811 1615038 1749748
1302568,93358 145776 188857 202316 273342 415753 433256 472780 509865 596985 629707 751022 855673 868077 915409 993128 997512 1042394 1067448 1067988 1171492 1293566 1294897 1444640 1489290 1525599 1643723 1754398 1755591 1823167 2091718 2246679 2255517,22705 58027 163892 304832 312859 319027 457274 502371 550169 643540 758486 866574 929024 1224530 1329777 1471722 1579863 1584787 1626955 1659331 1967147 2126764 2158948 2204438
1303015,200562 671396 1334574 1722197 1732272 1825458,530076 778744 879977 964150 1231630 1250743 1658936 1693226
1303255,19296 96226 118400 134504 154592 283157 285989 294283 313389 346030 378722 398955 415415 440479 443056 466719 475246 671494 706388 821275 828902 859037 877746 939687 949897 1024550 1092982 1148101 1205071 1205966 1214862 1227902 1231842 1284264 1330079 1424495 1426948 1474837 1512775 1515425 1528221 1618616 1619279 1782967 1854490 1905628 1918581 1944248 1951177 1993100 1994333 2078481 2118487 2129219 2134150 2149568 2171007 2236481,52059 130897 267963 308251 339534 367884 421735 425272 468434 494387 599040 630933 650167 771579 1169638 1362840 1416077 1833299 1892179 1974164 2065610 2111221
1303899,35135 103138 117696 198427 239710 327397 451404 479023 503528 513493 545023 565383 582534 585169 586510 620355 655315 690891 703855 711710 738012 862513 881288 902058 941147 954159 971352 985745 1018662 1022912 1046026 1103588 1220544 1305566 1376460 1380449 1405980 1418853 1438408 1482420 1484707 1542433 1582228 1644296 1739355 1835401 1910490 1914958 1937783 1941331 1956549 1974240 1976879 1984183 2047434 2069438 2076176 2077931 2114796 2124680 2167926 2240452,384778 1121627 1212780 1308527 1513921 2071628
1303949,1384165 1562974 1576892 1925525 2082723,422397 1725728
1305630,9373 20063 39891 59305 84392 136540 153947 154921 181127 186609 208773 219858 231551 257634 288137 297205 404818 456902 498729 502914 555389 568914 583172 589940 590417 612254 629282 633473 636636 649555 671237 677394 703664 719685 733122 750112 767930 772701 825186 835908 843748 855414 865408 887300 920623 967118 967564 988950 1066536 1067696 1070871 1076809 1147255 1147732 1151342 1177987 1180195 1192484 1194869 1237150 1250122 1301710 1349962 1368593 1400032 1401255 1412076 1455239 1471926 1493795 1503988 1508619 1520116 1550402 1557235 1559058 1683888 1704765 1705451 1728853 1809757 1836942 1858743 1869694 1892310 1912923 1989825 2074415 2086989 2114090 2118635 2122662 2185502 2208113 2236310,39740 46709 55007 96765 101601 140091 166323 168391 214890 258337 258603 273236 285071 325975 342034 359811 382663 429096 493415 520427 528146 529586 557986 571027 596906 614859 614964 666072 671532 680025 694181 764759 779598 807315 890055 960506 962673 986259 1010167 1033344 1097492 1105711 1110593 1158398 1184314 1198787 1205476 1227644 1254113 1259364 1291069 1309242 1331375 1384865 1391570 1398374 1470144 1570887 1610196 1638414 1709796 1735697 1748041 1750142 1777285 1790770 1796709 1850879 1872038 1905722 1908074 1936523 1939812 1966309 2025758 2030436 2067882 2083503 2092180 2102972 2113209 2177299 2179868 2182430 2204804 2230191
1306195,567885,122556
1308351,178769 562432 601209 705369 1251526 1502100 1902506 2138139 2224764,1859648 2238135
1308510,452943 463874 475750 800963 985128 1063313 1172960 1427376 1754508 1817352 2007646,109737 219315 433936 476179 770451 1063313 1354219 1496787 1719271 1817352 1859926 2077692 2119037 2133795
1309052,329616 613314 845313 1016697 1583117 1584421 1680054 1976806 2057784 2069558,903200 1196422 2217590
1309263,66465 115237 178804 306919 539492 749184 837744 841664 1072875 1128079 1395191 1693400 2082114,2189007
1309335,20099 81293 113581 146827 172002 189817 253556 294326 300090 358151 395475 402365 431013 435170 504054 551134 572016 584575 616902 689073 738140 776165 848437 895919 919536 924586 952728 967236 984853 993745 1111803 1194366 1207133 1314896 1381314 1430926 1500086 1633479 1694182 1794032 1794760 1847673 1906959 2005846 2032663 2079840 2085739 2123456 2157684 2171073,886908 1106491 1210517 1397069 1929950
1310257,22674 252684 307151 376075 430400 439190 450350 631193 829186 891268 950452 1112213 1146961 1346734 1410970 1480460 1576403 1701312 1728744 1832730 2067226,15654 87157 151491 168848 173015 204798 207143 245485 279135 368532 393548 419823 428138 433078 443194 456224 459285 520444 569851 574853 605663 659521 701240 713211 716573 720658 734380 751843 757478 791785 803758 804906 830435 837138 886175 891305 892584 916012 977640 991965 1033673 1043538 1091874 1109764 1123915 1137501 1142081 1159550 1161089 1183250 1234239 1240163 1244855 1251446 1267357 1274564 1301496 1308182 1313243 1353922 1355028 1416473 1434404 1436343 1477892 1488300 1559706 1573636 1585368 1589242 1604489 1618604 1655212 1655469 1697375 1721802 1731623 1733546 1734495 1770418 1801890 1837999 1840396 1856219 1908136 1914519 1927058 1932148 1941820 1969481 2033864 2045887 2050060 2052026 2066402 2080794 2134697 2159009 2165405 2178928 2183872 2236270 2252643 2254638
1310670,120786 172304 190701 281042 364226 387825 470898 569842 640666 642567 670322 673832 744213 852731 890819 917673 1029294 1115656 1206416 1206542 1229448 1233193 1371793 1386445 1401004 1405631 1446151 1449396 1469069 1485118 1499911 1506520 1556606 1557404 1630374 1631030 1633694 1644422 1652306 1874007 1875340 1932423 1948771 1967634 1998555 1998757 2095351 2103235 2110866 2115196 2130898 2141665 2208040 2255513 2256715,14862 15913 125029 175643 183179 195637 241606 248684 338458 355538 375196 401101 404743 423496 430040 480731 489305 492985 544583 645065 728468 733989 753586 819288 879711 938105 1035529 1063607 1075308 1076662 1104875 1121605 1174813 1203120 1227535 1230278 1238264 1322420 1345363 1392179 1395068 1410185 1447747 1596312 1621357 1793101 1815740 1902323 2093302 2121611 2168299 2186541 2212323 2232824
1312328,50378 142132 508429 714009 1005711 1354021 2202714,32192 59371 196091 393405 448333 699581 757733 1012107 1050028 1075751 1642805 1755529 1859315 1926843
1313933,123517 138913 177622 301880 303827 360597 434242 438489 460889 705504 795269 1052400 1154530 1201249 1296377 1346307 1454142 1631715 1672510 1709318 1857787 1894317 2020060 2030410 2039114 2138544 2139944 2177269 2181543 2229466 2244455,9666 28735 32372 38061 47671 52055 67523 72461 80834 82841 83000 85155 108753 110198 119736 124992 144266 147424 148021 151802 152045 167705 174113 175674 177753 188878 193174 200521 212690 222159 230030 241458 245511 263939 275154 285535 290700 296129 297040 301292 304578 312268 314811 322590 328202 329632 351514 357200 357794 358105 372874 375722 387770 395018 396954 403400 410735 412237 418140 421313 431036 444307 457768 464112 470556 482758 490007 497959 528873 532005 543923 546763 549883 553902 554518 562383 563433 575080 580381 590439 591684 592391 593024 595018 603660 603889 606784 630216 639443 653973 662719 662864 670736 671130 675524 676846 679127 692336 702008 705615 714632 717063 749637 751180 759482 761346 770463 784516 804638 819165 838043 838185 845715 854326 861603 869208 869423 884262 892529 895217 896315 904407 908353 909919 921730 953804 954851 955766 964993 965590 995880 1002247 1011692 1011891 1020927 1039594 1049474 1067509 1068982 1070654 1080925 1092797 1109186 1118072 1122504 1127575 1134751 1145550 1154857 1160888 1175836 1183081 1189507 1198991 1204298 1207592 1207818 1208452 1212155 1218992 1230007 1235883 1241309 1242183 1257965 1258938 1263800 1264464 1269118 1283734 1301354 1305260 1306921 1315628 1317685 1321260 1327002 1328886 1334210 1346061 1349749 1363919 1364442 1366981 1415689 1417132 1450957 1451848 1464102 1466473 1469670 1472722 1474800 1482006 1482424 1494154 1511175 1521996 1526182 1526456 1540653 1553332 1568526 1570380 1583426 1593892 1598502 1599505 1610257 1610307 1610423 1613020 1616366 1623105 1623243 1628636 1631400 1638583 1642328 1645127 1647812 1651608 1653401 1655172 1657995 1665614 1676851 1677241 1689381 1689636 1690058 1695313 1699086 1710916 1720087 1722908 1731097 1731275 1733632 1737146 1742083 1742528 1759388 1771906 1776655 1781880 1784063 1788353 1806395 1809543 1822195 1830008 1837906 1839709 1840120 1842242 1846632 1848522 1862030 1873603 1874133 1882914 1891517 1891642 1894218 1906356 1907646 1909576 1924961 1926447 1936267 1936374 1950763 1962548 1973515 1989038 2009883 2026073 2032916 2042513 2062197 2062483 2065643 2089645 2094956 2098513 2116181 2134337 2140193 2142035 2142595 2147464 2148578 2151035 2157507 2160096 2161749 2175294 2179138 2186385 2187671 2187856 2197008 2201472 2206622 2207892 2217851 2227026 2231614 2234132 2242013 2248746 2252104 2253439
